dataset,LogisticRegression()-HO,LogisticRegression()+HO,Perceptron()-HO,Perceptron()+HO,PassiveAggressiveClassifier()-HO,PassiveAggressiveClassifier()+HO,RidgeClassifier()-HO,RidgeClassifier()+HO,LinearDiscriminantAnalysis()-HO,LinearDiscriminantAnalysis()+HO,QuadraticDiscriminantAnalysis()-HO,QuadraticDiscriminantAnalysis()+HO,LinearSVC()-HO,LinearSVC()+HO,KNeighborsClassifier()-HO,KNeighborsClassifier()+HO,NearestCentroid()-HO,NearestCentroid()+HO,GaussianNB()-HO,GaussianNB()+HO,MultinomialNB()-HO,MultinomialNB()+HO,ComplementNB()-HO,ComplementNB()+HO,BernoulliNB()-HO,BernoulliNB()+HO,DecisionTreeClassifier()-HO,DecisionTreeClassifier()+HO,RandomForestClassifier()-HO,RandomForestClassifier()+HO,MLPWrapper()-HO,MLPWrapper()+HO
1.arff,0.833889325,0.83428179,0.645898744,0.723508634,0.796408948,0.833006279,0.829277865,0.829375981,0.829277865,0.829277865,0.892857143,0.892857143,0.835459184,0.835262951,0.917091837,0.925627943,0.804062009,0.804062009,0.804062009,0.804258242,0.797782575,0.797782575,0.797586342,0.797586342,0.807103611,0.807103611,0.907868917,0.805631868,0.921605181,0.805631868,0.932299843,0.928669545
2.arff,0.753110048,0.775119617,0.666028708,0.748325359,0.641148325,0.770334928,0.764593301,0.766507177,0.774162679,0.774162679,0.751196172,0.751196172,0.774162679,0.776076555,0.767464115,0.775119617,0.728229665,0.722488038,0.728229665,0.728229665,0.652631579,0.652631579,0.654545455,0.654545455,0.604784689,0.604784689,0.733971292,0.747368421,0.785645933,0.744497608,0.779904306,0.783732057
3.arff,0.87609075,0.875799884,0.863583479,0.805700989,0.865328679,0.874927283,0.870564282,0.872309482,0.871727749,0.871146015,0.597440372,0.737929029,0.874636417,0.87521815,0.860383944,0.869109948,0.776323444,0.776905177,0.672774869,0.719022688,0.725712624,0.725712624,0.740255963,0.740255963,0.5840605,0.5840605,0.831297266,0.764107039,0.874636417,0.776323444,0.87609075,0.881908086
4.arff,0.692307692,1,0.615384615,0.692307692,0.615384615,1,0.615384615,0.615384615,0.692307692,0.692307692,0.384615385,0.692307692,0.692307692,1,0.615384615,0.692307692,0.846153846,1,1,0.846153846,0.615384615,0.615384615,0.538461538,0.538461538,0.615384615,0.615384615,1,1,1,1,0.692307692,1
5.arff,0.890756303,0.890756303,0.731092437,0.899159664,0.74789916,0.630252101,0.890756303,0.890756303,0.890756303,0.890756303,0.890756303,0.890756303,0.890756303,0.899159664,0.957983193,0.966386555,0.554621849,0.705882353,0.890756303,0.890756303,0.890756303,0.890756303,0.579831933,0.579831933,0.890756303,0.890756303,0.941176471,0.890756303,0.957983193,0.890756303,0.907563025,0.966386555
6.arff,0.882352941,0.882352941,0.890756303,0.68907563,0.117647059,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.974789916,0.974789916,0.537815126,0.613445378,0.882352941,0.882352941,0.882352941,0.882352941,0.495798319,0.495798319,0.907563025,0.907563025,0.941176471,0.882352941,0.949579832,0.882352941,0.907563025,0.974789916
7.arff,0.920353982,0.920353982,0.920353982,0.920353982,0.646017699,0.920353982,0.920353982,0.920353982,0.920353982,0.920353982,0.920353982,0.920353982,0.920353982,0.911504425,0.938053097,0.946902655,0.530973451,0.637168142,0.920353982,0.920353982,0.920353982,0.920353982,0.460176991,0.460176991,0.920353982,0.920353982,0.884955752,0.920353982,0.911504425,0.920353982,0.920353982,0.946902655
8.arff,0.80952381,0.80952381,0.761904762,0.476190476,0.761904762,0.761904762,0.80952381,0.857142857,0.80952381,0.80952381,0.666666667,0.80952381,0.761904762,0.80952381,0.761904762,0.761904762,0.761904762,0.761904762,0.761904762,0.80952381,0.714285714,0.666666667,0.857142857,0.857142857,0.80952381,0.80952381,0.80952381,0.80952381,0.80952381,0.857142857,0.761904762,0.666666667
9.arff,0.995260664,1,0.995260664,1,1,1,1,1,1,1,0.981042654,0.995260664,1,1,1,1,0.995260664,0.990521327,0.995260664,0.995260664,1,1,0.990521327,0.990521327,0.91943128,0.924170616,0.957345972,0.91943128,0.995260664,0.981042654,1,1
10.arff,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.846153846,0.923076923,0.923076923,0.923076923,0.923076923,1,0.769230769,0.923076923,0.923076923,0.615384615,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.692307692,0.769230769,0.538461538,0.538461538,0.461538462,0.461538462,0.769230769,0.923076923,1,1,0.923076923,0.923076923
11.arff,0.923913043,0.913043478,0.880434783,0.923913043,0.880434783,0.923913043,0.934782609,0.934782609,0.902173913,0.902173913,0.880434783,0.880434783,0.913043478,0.923913043,0.880434783,0.880434783,0.456521739,0.619565217,0.891304348,0.891304348,0.880434783,0.880434783,0.652173913,0.652173913,0.880434783,0.880434783,0.869565217,0.815217391,0.858695652,0.815217391,0.902173913,0.847826087
12.arff,0.571428571,0.5,0.5,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.571428571,0.571428571,0.5,0.5,0.5,0.642857143,0.642857143,0.5,0.5,0.571428571,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.571428571,0.571428571,0.571428571,0.642857143,0.642857143
13.arff,0.766666667,0.733333333,0.666666667,0.3,0.7,0.566666667,0.7,0.666666667,0.7,0.7,0.6,0.666666667,0.7,0.7,0.7,0.766666667,0.533333333,0.533333333,0.666666667,0.666666667,0.633333333,0.633333333,0.566666667,0.6,0.666666667,0.666666667,0.766666667,0.7,0.666666667,0.7,0.666666667,0.7
14.arff,0.848484848,0.818181818,0.575757576,0.545454545,0.696969697,0.727272727,0.848484848,0.787878788,0.848484848,0.818181818,0.787878788,0.818181818,0.848484848,0.606060606,0.787878788,0.787878788,0.757575758,0.727272727,0.727272727,0.787878788,0.757575758,0.757575758,0.757575758,0.757575758,0.575757576,0.575757576,0.696969697,0.787878788,0.787878788,0.787878788,0.787878788,0.818181818
15.arff,0.782608696,0.782608696,0.77173913,0.77173913,0.77173913,0.782608696,0.793478261,0.782608696,0.782608696,0.782608696,0.739130435,0.77173913,0.793478261,0.793478261,0.72826087,0.782608696,0.630434783,0.630434783,0.695652174,0.760869565,0.793478261,0.782608696,0.608695652,0.608695652,0.793478261,0.793478261,0.652173913,0.77173913,0.75,0.77173913,0.782608696,0.782608696
16.arff,0.869565217,0.869565217,0.52173913,0.47826087,0.826086957,0.869565217,0.869565217,0.913043478,0.869565217,0.869565217,0.695652174,1,0.869565217,0.913043478,0.869565217,0.869565217,0.826086957,0.695652174,1,1,0.869565217,0.826086957,0.826086957,0.826086957,0.826086957,0.826086957,1,1,0.956521739,1,0.913043478,1
17.arff,0.731343284,0.820895522,0.641791045,0.820895522,0.597014925,0.611940299,0.701492537,0.746268657,0.701492537,0.701492537,0.701492537,0.791044776,0.537313433,0.76119403,0.567164179,0.626865672,0.507462687,0.671641791,0.791044776,0.820895522,0.71641791,0.71641791,0.701492537,0.701492537,0.656716418,0.656716418,0.71641791,0.820895522,0.76119403,0.820895522,0.462686567,0.805970149
18.arff,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.542857143,0.742857143,0.942857143,0.942857143,0.942857143,0.942857143,0.571428571,0.571428571,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143,0.942857143
19.arff,0.72,0.68,0.68,0.68,0.64,0.68,0.76,0.76,0.72,0.72,0.76,0.76,0.68,0.64,0.84,0.88,0.76,0.72,0.8,0.84,0.72,0.72,0.72,0.72,0.76,0.76,0.92,0.84,0.84,0.8,0.76,0.72
20.arff,0.8,0.92,0.76,0.92,0.8,0.88,0.8,0.84,0.8,0.8,0.8,0.8,0.8,1,0.72,0.76,0.8,0.8,1,1,0.76,0.76,0.76,0.76,1,1,1,1,1,1,0.76,0.96
21.arff,0.75,0.75,0.75,0.75,0.625,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.625,0.625,0.75,0.75,0.875,0.75,0.75,0.75,0.75,0.25
22.arff,0.68,0.76,0.68,0.68,0.68,0.68,0.72,0.72,0.76,0.76,0.72,0.72,0.72,0.72,0.56,0.68,0.52,0.56,0.76,0.72,0.68,0.68,0.72,0.72,0.68,0.68,0.84,0.68,0.68,0.68,0.68,0.72
23.arff,0.869565217,0.913043478,0.173913043,0.869565217,0.47826087,0.826086957,0.913043478,0.913043478,0.913043478,0.869565217,0.739130435,0.826086957,0.695652174,0.956521739,0.782608696,0.826086957,0.652173913,0.782608696,0.782608696,0.956521739,0.695652174,0.695652174,0.652173913,0.652173913,0.695652174,0.826086957,0.956521739,0.913043478,0.956521739,0.826086957,0.913043478,0.913043478
24.arff,0.82,0.82,0.82,0.82,0.205,0.82,0.82,0.82,0.82,0.82,0.815,0.82,0.82,0.82,0.765,0.82,0.53,0.575,0.82,0.82,0.82,0.82,0.6,0.6,0.82,0.82,0.75,0.82,0.75,0.82,0.82,0.82
25.arff,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.891304348,0.880434783,0.880434783,0.543478261,0.489130435,0.891304348,0.891304348,0.891304348,0.891304348,0.47826087,0.47826087,0.891304348,0.891304348,0.793478261,0.891304348,0.902173913,0.891304348,0.891304348,0.891304348
26.arff,0.882352941,0.941176471,0.941176471,0.941176471,0.941176471,0.764705882,0.882352941,0.882352941,0.882352941,0.882352941,0.705882353,0.823529412,0.941176471,0.941176471,1,1,0.882352941,0.882352941,1,1,0.705882353,0.705882353,0.352941176,0.352941176,0.705882353,0.705882353,0.823529412,0.941176471,0.941176471,0.941176471,0.882352941,0.941176471
27.arff,0.5,0.571428571,0.785714286,0.785714286,0.928571429,0.285714286,0.5,0.571428571,0.5,0.5,0.642857143,0.642857143,0.5,0.642857143,0.5,0.785714286,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.5,0.5,0.785714286,0.785714286,0.857142857,0.857142857,0.857142857,0.785714286,0.785714286,0.857142857
28.arff,0.875,0.875,0.875,0.875,0.875,0.375,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
29.arff,0.545454545,0.818181818,0.909090909,0.909090909,0.818181818,0.818181818,0.727272727,0.818181818,0.818181818,0.818181818,0.272727273,0.181818182,0.818181818,0.818181818,0.545454545,0.636363636,0.909090909,0.909090909,0.818181818,0.818181818,0.181818182,0.181818182,0.727272727,0.727272727,0.727272727,0.818181818,0.727272727,0.181818182,0.636363636,0.181818182,0.909090909,0.727272727
30.arff,0.68,0.68,0.52,0.68,0.69,0.72,0.71,0.71,0.68,0.68,0.72,0.71,0.7,0.71,0.83,0.85,0.62,0.62,0.71,0.71,0.71,0.71,0.58,0.57,0.74,0.74,0.88,0.71,0.88,0.71,0.75,0.88
31.arff,0.2,0.3,0.4,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.6,0.3,0.3,0.2,0.4
32.arff,0.794871795,0.820512821,0.743589744,0.743589744,0.333333333,0.769230769,0.794871795,0.794871795,0.743589744,0.743589744,0.769230769,0.769230769,0.794871795,0.794871795,0.717948718,0.794871795,0.615384615,0.820512821,0.743589744,0.769230769,0.769230769,0.769230769,0.717948718,0.717948718,0.820512821,0.820512821,0.58974359,0.769230769,0.692307692,0.769230769,0.820512821,0.794871795
33.arff,0.789473684,1,1,1,1,1,0.894736842,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,1,1,0.947368421,1,0.789473684,0.894736842,1,1,0.684210526,0.736842105,1,1,1,1,1,1,1,1,0.947368421,1
34.arff,0.963636364,0.954545455,0.078787879,0.921212121,0.921212121,0.921212121,0.951515152,0.954545455,0.960606061,0.960606061,0.893939394,0.951515152,0.924242424,0.954545455,0.915151515,0.924242424,0.551515152,0.615151515,0.887878788,0.954545455,0.909090909,0.912121212,0.603030303,0.6,0.918181818,0.918181818,0.936363636,0.924242424,0.951515152,0.951515152,0,0
35.arff,0.733333333,0.666666667,0.466666667,0.6,0.6,0.666666667,0.733333333,0.666666667,0.733333333,0.733333333,0.666666667,0.733333333,0.666666667,0.666666667,0.866666667,0.866666667,0.666666667,0.666666667,0.733333333,0.733333333,0.466666667,0.466666667,0.733333333,0.733333333,0.4,0.4,0.8,0.866666667,0.866666667,0.866666667,0.6,0.866666667
36.arff,0.926829268,0.926829268,0.853658537,0.926829268,0.731707317,0.926829268,0.926829268,0.926829268,0.87804878,0.87804878,0.926829268,0.926829268,0.926829268,0.926829268,0.926829268,0.926829268,0.390243902,0.585365854,0.731707317,0.926829268,0.926829268,0.926829268,0.609756098,0.609756098,0.926829268,0.926829268,0.853658537,0.926829268,0.926829268,0.926829268,0.926829268,0.926829268
37.arff,0.96969697,0.984848485,0.954545455,0.954545455,0.984848485,0.984848485,0.954545455,0.954545455,0.984848485,0.984848485,0.984848485,0.984848485,0.984848485,0.984848485,0.984848485,0.96969697,0.742424242,0.772727273,0.96969697,0.96969697,0.954545455,0.954545455,0.727272727,0.727272727,0.954545455,0.954545455,1,0.96969697,1,1,0.96969697,0.984848485
38.arff,0.67032967,0.725274725,0.362637363,0.362637363,0.725274725,0.703296703,0.67032967,0.725274725,0.67032967,0.67032967,0.681318681,0.681318681,0.637362637,0.725274725,0.582417582,0.626373626,0.483516484,0.516483516,0.483516484,0.483516484,0.659340659,0.659340659,0.549450549,0.549450549,0.692307692,0.692307692,0.582417582,0.725274725,0.692307692,0.725274725,0.659340659,0.747252747
39.arff,0.666666667,0.703703704,0.62962963,0.62962963,0.555555556,0.555555556,0.666666667,0.62962963,0.666666667,0.666666667,0.740740741,0.592592593,0.703703704,0.703703704,0.740740741,0.777777778,0.444444444,0.666666667,0.740740741,0.740740741,0.666666667,0.666666667,0.555555556,0.555555556,0.555555556,0.555555556,0.62962963,0.555555556,0.666666667,0.592592593,0.777777778,0.62962963
40.arff,0.785714286,0.785714286,0.714285714,0.714285714,0.714285714,0.357142857,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.357142857,0.785714286,0.785714286,0.714285714,0.714285714,0.785714286,0.785714286,0.785714286,0.714285714,0.714285714,0.785714286,0.785714286,0.714285714,0.714285714,0.571428571,0.857142857,0.785714286,0.857142857,0.714285714,0.785714286
41.arff,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.72,0.92,0.92,0.92,0.92,0.92,0.52,0.6,0.92,0.92,0.92,0.92,0.72,0.72,0.92,0.92,0.8,0.92,0.88,0.92,0.92,0.92
42.arff,0.947368421,0.947368421,0.947368421,0.842105263,0.894736842,0.894736842,0.947368421,0.947368421,0.947368421,0.947368421,0.894736842,0.894736842,0.894736842,0.894736842,0.947368421,0.947368421,0.894736842,0.947368421,0.894736842,0.947368421,0.947368421,0.947368421,0.631578947,0.684210526,0.947368421,0.947368421,0.842105263,0.789473684,0.894736842,0.894736842,0.947368421,0.894736842
43.arff,0.882352941,1,0.705882353,0.588235294,0.823529412,0.941176471,0.882352941,0.882352941,0.941176471,0.941176471,0.647058824,0.705882353,0.882352941,1,0.823529412,0.764705882,0.705882353,0.823529412,0.705882353,0.705882353,0.823529412,0.823529412,0.705882353,0.764705882,0.705882353,0.705882353,1,1,1,1,0.882352941,1
44.arff,0.571428571,0.619047619,0.761904762,0.714285714,0.761904762,0.523809524,0.619047619,0.619047619,0.619047619,0.619047619,0.619047619,0.619047619,0.619047619,0.619047619,0.571428571,0.666666667,0.571428571,0.619047619,0.619047619,0.619047619,0.666666667,0.666666667,0.523809524,0.523809524,0.714285714,0.714285714,0.476190476,0.761904762,0.523809524,0.571428571,0.571428571,0.761904762
45.arff,0.6,0.6,0.6,1,0.6,0.7,0.6,0.5,0.6,0.6,0.7,0.7,0.6,1,0.6,0.6,1,1,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.9,0.5,0.9,1,0.7,1
46.arff,0.631578947,0.631578947,0.642105263,0.642105263,0.357894737,0.610526316,0.631578947,0.610526316,0.631578947,0.631578947,0.610526316,0.642105263,0.631578947,0.621052632,0.589473684,0.673684211,0.621052632,0.621052632,0.589473684,0.568421053,0.578947368,0.578947368,0.568421053,0.568421053,0.652631579,0.652631579,0.568421053,0.642105263,0.6,0.642105263,0.6,0.589473684
47.arff,0.583333333,0.583333333,0.666666667,0.5,0.583333333,0.583333333,0.666666667,0.583333333,0.666666667,0.666666667,0.416666667,0.416666667,0.666666667,0.666666667,0.666666667,0.5,0.75,0.333333333,0.416666667,0.583333333,0.75,0.75,0.75,0.75,0.75,0.75,0.666666667,0.5,0.666666667,0.583333333,0.5,0.416666667
48.arff,0.818181818,0.96969697,0.939393939,0.939393939,0.96969697,0.666666667,0.939393939,0.939393939,0.939393939,0.939393939,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.696969697,0.848484848,0.96969697,0.96969697,0.696969697,0.696969697,0.848484848,0.848484848,0.757575758,0.757575758,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697
49.arff,0.988153998,0.991115499,0.97828233,0.990128332,0.964461994,0.987166831,0.972359329,0.984205331,0.956564659,0.950641658,0.96248766,0.96248766,0.986179664,0.991115499,0.986179664,0.989141165,0.817374136,0.880552813,0.951628825,0.951628825,0.747285291,0.747285291,0.595261599,0.595261599,0.745310958,0.745310958,0.992102665,0.991115499,0.993089832,0.991115499,0.990128332,0.990128332
51.arff,0.916666667,0.833333333,0.916666667,0.333333333,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.916666667,0.916666667,0.833333333,0.833333333,0.833333333,0.916666667,0.5,0.916666667,0.833333333,0.833333333,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.833333333,0.916666667,0.833333333,0.916666667,0.916666667
52.arff,0.581196581,0.564102564,0.504273504,0.444444444,0.418803419,0.564102564,0.581196581,0.581196581,0.598290598,0.581196581,0.752136752,0.743589744,0.581196581,0.581196581,0.820512821,0.846153846,0.606837607,0.495726496,0.709401709,0.717948718,0.581196581,0.581196581,0.512820513,0.512820513,0.572649573,0.572649573,0.837606838,0.658119658,0.803418803,0.666666667,0.726495726,0.803418803
53.arff,0.5,0.5,0.5,0.5,0.5,0.5,0.583333333,0.5,0.583333333,0.583333333,0.583333333,0.5,0.583333333,0.583333333,0.416666667,0.5,0.583333333,0.583333333,0.5,0.5,0.5,0.5,0.583333333,0.583333333,0.666666667,0.666666667,0.416666667,0.5,0.5,0.5,0.666666667,0.5
54.arff,0.804878049,0.780487805,0.707317073,0.707317073,0.731707317,0.829268293,0.829268293,0.853658537,0.829268293,0.829268293,0.829268293,0.829268293,0.853658537,0.829268293,0.780487805,0.731707317,0.731707317,0.731707317,0.829268293,0.87804878,0.682926829,0.682926829,0.731707317,0.756097561,0.780487805,0.780487805,0.756097561,0.682926829,0.804878049,0.682926829,0.829268293,0.853658537
55.arff,0.933333333,0.973333333,0.915555556,0.946666667,0.8,0.973333333,0.933333333,0.937777778,0.937777778,0.937777778,0.84,0.937777778,0.955555556,0.982222222,0.968888889,0.986666667,0.813333333,0.822222222,0.84,0.848888889,0.795555556,0.8,0.848888889,0.848888889,0.888888889,0.888888889,0.991111111,0.968888889,0.986666667,0.968888889,0.982222222,0.982222222
56.arff,0.933333333,0.973333333,0.915555556,0.946666667,0.888888889,0.973333333,0.933333333,0.937777778,0.937777778,0.937777778,0.84,0.937777778,0.955555556,0.982222222,0.968888889,0.986666667,0.813333333,0.822222222,0.84,0.848888889,0.795555556,0.8,0.848888889,0.848888889,0.888888889,0.888888889,0.986666667,0.968888889,0.986666667,0.968888889,0.986666667,0.986666667
57.arff,0.882352941,0.941176471,0.764705882,0.882352941,0.823529412,0.764705882,0.941176471,0.764705882,0.705882353,0.705882353,0.588235294,0.647058824,0.941176471,0.882352941,0.764705882,0.882352941,0.823529412,0.823529412,0.882352941,0.882352941,0.529411765,0.705882353,0.529411765,0.705882353,0.529411765,0.647058824,0.764705882,0.647058824,0.941176471,0.823529412,0.823529412,0.823529412
58.arff,0.892857143,0.892857143,0.9,0.907142857,0.857142857,0.892857143,0.892857143,0.892857143,0.9,0.9,0.9,0.9,0.892857143,0.907142857,0.9,0.907142857,0.478571429,0.664285714,0.9,0.9,0.892857143,0.892857143,0.678571429,0.692857143,0.907142857,0.907142857,0.857142857,0.892857143,0.9,0.892857143,0.9,0.892857143
59.arff,0.971428571,0.985714286,0.985714286,0.985714286,0.978571429,0.985714286,0.971428571,0.971428571,0.978571429,0.978571429,0.985714286,0.985714286,0.585714286,0.978571429,0.985714286,0.985714286,0.728571429,0.85,0.985714286,0.978571429,0.971428571,0.971428571,0.864285714,0.885714286,0.985714286,0.985714286,0.978571429,0.985714286,0.985714286,0.985714286,0.985714286,0.985714286
60.arff,0.964285714,0.978571429,0.978571429,0.978571429,0.971428571,0.957142857,0.964285714,0.964285714,0.971428571,0.971428571,0.978571429,0.978571429,0.971428571,0.971428571,0.978571429,0.978571429,0.664285714,0.8,0.978571429,0.971428571,0.964285714,0.964285714,0.842857143,0.842857143,0.978571429,0.978571429,0.95,0.971428571,0.978571429,0.971428571,0.978571429,0.978571429
61.arff,1,1,1,1,1,1,0.985714286,0.985714286,0.992857143,0.992857143,0.014285714,1,1,1,1,1,0.807142857,1,1,1,0.992857143,0.992857143,0.992857143,0.992857143,1,1,1,1,1,1,1,1
62.arff,0.98245614,0.964912281,0.98245614,0.947368421,0.964912281,0.964912281,0.964912281,0.98245614,0.947368421,0.947368421,0.807017544,0.824561404,0.964912281,0.929824561,0.894736842,0.912280702,0.736842105,0.807017544,0.894736842,0.929824561,0.929824561,0.929824561,0.789473684,0.771929825,0.947368421,0.947368421,0.929824561,0.912280702,0.98245614,0.947368421,0.98245614,0.964912281
63.arff,0.80952381,0.80952381,0.476190476,0.857142857,0.80952381,0.80952381,0.80952381,0.80952381,0.714285714,0.714285714,0.714285714,0.714285714,0.857142857,0.80952381,0.761904762,0.952380952,0.333333333,0.666666667,0.857142857,0.761904762,0.714285714,0.714285714,0.714285714,0.714285714,0.80952381,0.761904762,0.952380952,1,1,0.952380952,0.80952381,0.904761905
64.arff,0.925,0.925,0.8,0.8,0.85,0.875,0.925,0.9,0.925,0.925,0.55,0.9,0.925,0.95,0.925,0.95,0.525,0.8,0.875,0.85,0.875,0.875,0.9,0.9,0.775,0.8,0.975,0.85,0.975,0.9,0.95,0.925
65.arff,0.918367347,0.918367347,0.887755102,0.887755102,0.887755102,0.918367347,0.908163265,0.908163265,0.897959184,0.897959184,0.908163265,0.908163265,0.908163265,0.897959184,0.928571429,0.93877551,0.755102041,0.928571429,0.897959184,0.918367347,0.897959184,0.897959184,0.887755102,0.887755102,0.744897959,0.744897959,0.897959184,0.887755102,0.928571429,0.887755102,0.93877551,0.918367347
66.arff,1,1,1,1,1,1,1,1,0.95,0.95,0.975,0.975,1,1,1,1,0.975,0.975,0.975,0.975,0.875,0.875,0.975,0.975,0.725,0.725,0.975,0.975,1,1,1,1
67.arff,0.7,0.675,0.65,0.3,0.65,0.525,0.7,0.7,0.65,0.65,0.4,0.75,0.675,0.65,0.825,1,0.625,0.55,0.525,0.6,0.65,0.65,0.6,0.675,0.775,0.7,0.95,0.9,0.925,0.825,0.775,0.825
68.arff,1,0.975,1,0.95,0.9,1,1,1,0.95,0.95,0.975,0.975,1,0.95,0.95,0.925,0.775,0.975,0.975,0.975,0.925,0.925,0.9,0.9,0.775,0.775,0.975,0.975,1,1,1,0.975
69.arff,0.844444444,0.822222222,0.822222222,0.822222222,0.777777778,0.822222222,0.844444444,0.822222222,0.8,0.8,0.822222222,0.822222222,0.8,0.822222222,0.8,0.822222222,0.555555556,0.666666667,0.422222222,0.822222222,0.866666667,0.866666667,0.733333333,0.777777778,0.822222222,0.844444444,0.777777778,0.822222222,0.822222222,0.822222222,0.844444444,0.844444444
70.arff,0.961783439,0.961783439,0.955414013,0.923566879,0.961783439,0.961783439,0.961783439,0.961783439,0.961783439,0.961783439,0.955414013,0.955414013,0.961783439,0.961783439,0.885350318,0.910828025,0.949044586,0.955414013,0.961783439,0.961783439,0.834394904,0.834394904,0.961783439,0.961783439,0.74522293,0.74522293,0.859872611,0.643312102,0.898089172,0.738853503,0.961783439,0.968152866
71.arff,0.834331337,0.924151697,0.734530938,0.888223553,0.900199601,0.924151697,0.834331337,0.834331337,0.844311377,0.844311377,0.916167665,0.916167665,0.910179641,0.924151697,0.978043912,0.99001996,0.716566866,0.882235529,0.832335329,0.832335329,0.74251497,0.74251497,0.566866267,0.566866267,0.74251497,0.74251497,0.992015968,0.874251497,0.996007984,0.874251497,0.914171657,0.992015968
72.arff,0.80859375,0.811035156,0.787597656,0.740234375,0.790527344,0.806640625,0.807617188,0.809082031,0.811035156,0.811035156,0.793945313,0.793945313,0.807617188,0.810546875,0.686035156,0.711914063,0.654785156,0.749023438,0.791015625,0.791015625,0.696289063,0.696289063,0.7734375,0.7734375,0.694824219,0.694824219,0.739746094,0.736328125,0.797363281,0.74609375,0.812988281,0.811035156
73.arff,0.937011719,0.937988281,0.922363281,0.926269531,0.924316406,0.941894531,0.908203125,0.911132813,0.909179688,0.909179688,0.924804688,0.924804688,0.940917969,0.94140625,0.779296875,0.790527344,0.778320313,0.853027344,0.899414063,0.899414063,0.640625,0.641601563,0.8984375,0.8984375,0.613769531,0.613769531,0.913085938,0.883789063,0.944335938,0.884277344,0.944824219,0.946777344
74.arff,0.75,0.833333333,0.666666667,0.666666667,0.625,0.791666667,0.833333333,0.75,0.791666667,0.791666667,0.833333333,0.791666667,0.791666667,0.75,0.583333333,0.583333333,0.75,0.833333333,0.791666667,0.75,0.458333333,0.458333333,0.791666667,0.791666667,0.416666667,0.416666667,0.75,0.791666667,0.708333333,0.75,0.791666667,0.708333333
75.arff,0.836734694,0.87755102,0.775510204,0.87755102,0.857142857,0.857142857,0.87755102,0.87755102,0.87755102,0.87755102,0.918367347,0.918367347,0.87755102,0.857142857,0.918367347,0.87755102,0.857142857,0.836734694,0.918367347,0.918367347,0.591836735,0.591836735,0.714285714,0.693877551,0.530612245,0.530612245,0.897959184,0.836734694,0.93877551,0.87755102,0.87755102,0.959183673
76.arff,0.873015873,1,0.841269841,0.968253968,0.936507937,0.936507937,0.952380952,1,0.984126984,0.984126984,0.857142857,0.857142857,0.968253968,0.984126984,0.904761905,0.841269841,0.841269841,0.888888889,0.841269841,0.841269841,0.888888889,0.857142857,0.888888889,0.888888889,0.492063492,0.492063492,1,1,1,1,0.841269841,0.952380952
77.arff,0.9,0.7,0.8,0.8,0.8,0.7,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.7,0.8,0.8,1,1,0.9,0.9,0.8,0.8,0.9,0.9,0.7,0.7,0.9,0.8,0.8,0.8,0.9,0.7
78.arff,0.850393701,0.850393701,0.755905512,0.88976378,0.74015748,0.850393701,0.842519685,0.866141732,0.834645669,0.834645669,0.795275591,0.795275591,0.842519685,0.858267717,0.803149606,0.818897638,0.559055118,0.62992126,0.763779528,0.755905512,0.755905512,0.755905512,0.74015748,0.74015748,0.716535433,0.716535433,0.795275591,0.826771654,0.874015748,0.842519685,0.858267717,0.866141732
