dataset,LogisticRegression()-HO,LogisticRegression()+HO,Perceptron()-HO,Perceptron()+HO,PassiveAggressiveClassifier()-HO,PassiveAggressiveClassifier()+HO,RidgeClassifier()-HO,RidgeClassifier()+HO,LinearDiscriminantAnalysis()-HO,LinearDiscriminantAnalysis()+HO,QuadraticDiscriminantAnalysis()-HO,QuadraticDiscriminantAnalysis()+HO,LinearSVC()-HO,LinearSVC()+HO,KNeighborsClassifier()-HO,KNeighborsClassifier()+HO,NearestCentroid()-HO,NearestCentroid()+HO,GaussianNB()-HO,GaussianNB()+HO,MultinomialNB()-HO,MultinomialNB()+HO,ComplementNB()-HO,ComplementNB()+HO,BernoulliNB()-HO,BernoulliNB()+HO,DecisionTreeClassifier()-HO,DecisionTreeClassifier()+HO,RandomForestClassifier()-HO,RandomForestClassifier()+HO,MLPWrapper()-HO,MLPWrapper()+HO
251.arff,0.728,0.728,0.656,0.432,0.64,0.744,0.72,0.776,0.72,0.72,0.712,0.712,0.736,0.752,0.896,0.88,0.768,0.808,0.832,0.824,0.648,0.648,0.736,0.736,0.64,0.64,0.896,0.888,0.936,0.912,0.752,0.968
252.arff,0.704,0.744,0.656,0.616,0.624,0.712,0.712,0.736,0.704,0.704,0.648,0.744,0.68,0.744,0.592,0.728,0.72,0.784,0.792,0.792,0.648,0.648,0.696,0.696,0.624,0.624,0.816,0.808,0.88,0.808,0.696,0.704
253.arff,0.592,0.588,0.604,0.508,0.512,0.604,0.604,0.604,0.632,0.636,0.724,0.724,0.62,0.612,0.728,0.788,0.604,0.676,0.6,0.6,0.488,0.488,0.6,0.6,0.5,0.5,0.876,0.696,0.9,0.78,0.656,0.956
254.arff,0.64,0.66,0.616,0.536,0.656,0.676,0.652,0.652,0.66,0.66,0.672,0.672,0.656,0.66,0.576,0.68,0.656,0.696,0.684,0.684,0.632,0.628,0.664,0.664,0.58,0.58,0.844,0.656,0.872,0.66,0.7,0.908
255.arff,0.66,0.664,0.624,0.62,0.612,0.668,0.668,0.668,0.656,0.656,0.736,0.736,0.668,0.656,0.916,0.912,0.648,0.768,0.68,0.68,0.62,0.62,0.668,0.668,0.596,0.596,0.864,0.768,0.908,0.816,0.764,0.94
256.arff,0.684,0.676,0.416,0.5,0.592,0.704,0.696,0.708,0.676,0.676,0.624,0.652,0.692,0.656,0.588,0.644,0.668,0.732,0.672,0.668,0.624,0.624,0.672,0.672,0.584,0.584,0.812,0.756,0.848,0.784,0.684,0.684
257.arff,0.68,0.68,0.64,0.76,0.72,0.64,0.64,0.72,0.68,0.68,0.56,0.72,0.64,0.64,0.68,0.8,0.68,0.68,0.72,0.72,0.64,0.64,0.68,0.68,0.68,0.68,0.88,0.64,0.92,0.76,0.64,0.68
258.arff,0.64,0.6,0.56,0.52,0.52,0.48,0.56,0.64,0.6,0.6,0.64,0.52,0.56,0.64,0.6,0.56,0.6,0.6,0.52,0.6,0.6,0.6,0.56,0.56,0.56,0.56,0.68,0.76,0.64,0.68,0.64,0.6
259.arff,0.72,0.72,0.4,0.6,0.6,0.72,0.72,0.76,0.72,0.72,0.68,0.76,0.72,0.72,0.8,0.84,0.72,0.68,0.76,0.76,0.68,0.68,0.68,0.68,0.56,0.56,0.72,0.6,0.8,0.8,0.72,0.88
260.arff,0.68,0.68,0.52,0.6,0.6,0.6,0.6,0.52,0.52,0.52,0.52,0.6,0.6,0.68,0.6,0.6,0.64,0.6,0.68,0.6,0.64,0.64,0.6,0.6,0.6,0.6,0.8,0.8,0.72,0.84,0.56,0.6
261.arff,0.619047619,0.619047619,0.523809524,0.587301587,0.650793651,0.634920635,0.634920635,0.682539683,0.650793651,0.650793651,0.682539683,0.682539683,0.666666667,0.650793651,0.698412698,0.777777778,0.603174603,0.714285714,0.603174603,0.603174603,0.619047619,0.619047619,0.587301587,0.587301587,0.555555556,0.555555556,0.825396825,0.761904762,0.920634921,0.857142857,0.682539683,0.920634921
262.arff,0.619047619,0.603174603,0.650793651,0.634920635,0.650793651,0.587301587,0.650793651,0.650793651,0.619047619,0.619047619,0.650793651,0.634920635,0.650793651,0.634920635,0.682539683,0.73015873,0.571428571,0.666666667,0.555555556,0.53968254,0.587301587,0.587301587,0.571428571,0.571428571,0.53968254,0.53968254,0.650793651,0.698412698,0.904761905,0.777777778,0.603174603,0.555555556
263.arff,0.634920635,0.619047619,0.587301587,0.587301587,0.603174603,0.523809524,0.619047619,0.698412698,0.587301587,0.587301587,0.682539683,0.650793651,0.603174603,0.634920635,0.793650794,0.80952381,0.634920635,0.746031746,0.634920635,0.634920635,0.666666667,0.666666667,0.587301587,0.587301587,0.634920635,0.634920635,0.793650794,0.746031746,0.777777778,0.793650794,0.650793651,0.873015873
264.arff,0.53968254,0.523809524,0.603174603,0.587301587,0.571428571,0.555555556,0.523809524,0.53968254,0.523809524,0.523809524,0.555555556,0.555555556,0.492063492,0.555555556,0.476190476,0.650793651,0.523809524,0.666666667,0.523809524,0.507936508,0.603174603,0.603174603,0.53968254,0.53968254,0.603174603,0.603174603,0.825396825,0.73015873,0.793650794,0.777777778,0.571428571,0.555555556
265.arff,0.672,0.64,0.592,0.568,0.624,0.672,0.64,0.656,0.656,0.656,0.648,0.648,0.64,0.648,0.76,0.784,0.688,0.688,0.64,0.68,0.592,0.592,0.712,0.712,0.568,0.568,0.872,0.72,0.928,0.8,0.712,0.96
266.arff,0.6,0.664,0.664,0.608,0.608,0.632,0.6,0.632,0.608,0.608,0.632,0.632,0.6,0.648,0.664,0.712,0.592,0.704,0.608,0.608,0.632,0.632,0.624,0.624,0.6,0.6,0.808,0.784,0.84,0.84,0.616,0.744
267.arff,0.608,0.648,0.528,0.528,0.664,0.56,0.648,0.648,0.664,0.664,0.68,0.68,0.648,0.584,0.856,0.808,0.608,0.568,0.584,0.576,0.576,0.576,0.632,0.632,0.528,0.528,0.872,0.72,0.912,0.856,0.68,0.928
268.arff,0.648,0.648,0.616,0.6,0.616,0.656,0.656,0.672,0.68,0.68,0.664,0.664,0.648,0.616,0.608,0.616,0.64,0.648,0.624,0.64,0.696,0.696,0.632,0.632,0.6,0.6,0.816,0.6,0.76,0.8,0.656,0.664
269.arff,0.66,0.648,0.588,0.572,0.624,0.624,0.652,0.636,0.652,0.652,0.68,0.68,0.652,0.66,0.768,0.796,0.656,0.728,0.672,0.648,0.592,0.592,0.644,0.644,0.56,0.56,0.88,0.748,0.88,0.808,0.724,0.908
270.arff,0.624,0.596,0.576,0.588,0.608,0.604,0.616,0.62,0.608,0.608,0.592,0.572,0.596,0.604,0.58,0.632,0.6,0.62,0.616,0.636,0.604,0.604,0.608,0.608,0.572,0.572,0.856,0.732,0.876,0.836,0.608,0.588
271.arff,0.604,0.612,0.58,0.556,0.568,0.58,0.604,0.608,0.612,0.612,0.656,0.656,0.6,0.592,0.568,0.672,0.632,0.664,0.62,0.62,0.58,0.58,0.624,0.624,0.564,0.564,0.768,0.564,0.868,0.788,0.62,0.544
272.arff,0.604,0.62,0.588,0.604,0.548,0.624,0.608,0.616,0.616,0.616,0.592,0.58,0.616,0.628,0.632,0.696,0.62,0.704,0.656,0.656,0.552,0.552,0.62,0.62,0.524,0.524,0.74,0.764,0.836,0.764,0.632,0.612
273.arff,0.48,0.6,0.48,0.52,0.52,0.56,0.48,0.68,0.56,0.56,0.72,0.48,0.48,0.56,0.6,0.52,0.52,0.6,0.6,0.52,0.56,0.56,0.52,0.52,0.52,0.52,0.6,0.56,0.72,0.64,0.48,0.68
274.arff,0.56,0.72,0.48,0.48,0.56,0.44,0.56,0.56,0.64,0.64,0.44,0.48,0.52,0.76,0.56,0.64,0.48,0.48,0.56,0.56,0.52,0.52,0.48,0.48,0.52,0.52,0.72,0.76,0.56,0.76,0.52,0.56
275.arff,0.56,0.56,0.48,0.48,0.52,0.52,0.56,0.56,0.48,0.48,0.32,0.48,0.52,0.6,0.6,0.68,0.64,0.72,0.56,0.56,0.44,0.44,0.72,0.72,0.32,0.32,0.48,0.32,0.64,0.6,0.52,0.6
276.arff,0.52,0.56,0.52,0.56,0.48,0.56,0.48,0.4,0.56,0.56,0.52,0.56,0.52,0.56,0.4,0.52,0.56,0.64,0.52,0.52,0.48,0.48,0.52,0.52,0.56,0.56,0.84,0.56,0.72,0.56,0.48,0.56
277.arff,0.571428571,0.571428571,0.650793651,0.571428571,0.53968254,0.571428571,0.492063492,0.476190476,0.428571429,0.428571429,0.587301587,0.587301587,0.476190476,0.571428571,0.634920635,0.698412698,0.571428571,0.603174603,0.444444444,0.476190476,0.571428571,0.571428571,0.476190476,0.476190476,0.571428571,0.571428571,0.761904762,0.73015873,0.80952381,0.80952381,0.476190476,0.777777778
278.arff,0.587301587,0.666666667,0.634920635,0.507936508,0.555555556,0.650793651,0.619047619,0.666666667,0.634920635,0.634920635,0.555555556,0.555555556,0.603174603,0.650793651,0.587301587,0.650793651,0.603174603,0.603174603,0.666666667,0.666666667,0.682539683,0.682539683,0.603174603,0.603174603,0.46031746,0.46031746,0.666666667,0.73015873,0.714285714,0.793650794,0.650793651,0.587301587
279.arff,0.682539683,0.698412698,0.587301587,0.650793651,0.571428571,0.682539683,0.666666667,0.73015873,0.682539683,0.682539683,0.650793651,0.650793651,0.666666667,0.698412698,0.634920635,0.650793651,0.714285714,0.714285714,0.714285714,0.73015873,0.634920635,0.619047619,0.666666667,0.666666667,0.53968254,0.53968254,0.825396825,0.777777778,0.825396825,0.793650794,0.650793651,0.634920635
280.arff,0.507936508,0.492063492,0.555555556,0.555555556,0.555555556,0.476190476,0.492063492,0.507936508,0.53968254,0.53968254,0.603174603,0.492063492,0.507936508,0.492063492,0.571428571,0.571428571,0.523809524,0.682539683,0.555555556,0.555555556,0.476190476,0.476190476,0.523809524,0.523809524,0.492063492,0.476190476,0.698412698,0.793650794,0.73015873,0.80952381,0.492063492,0.492063492
281.arff,0.68,0.688,0.648,0.568,0.488,0.712,0.68,0.664,0.648,0.648,0.648,0.648,0.68,0.688,0.776,0.776,0.68,0.696,0.696,0.68,0.528,0.528,0.728,0.728,0.528,0.528,0.808,0.528,0.912,0.776,0.752,0.904
282.arff,0.552,0.536,0.536,0.56,0.584,0.544,0.584,0.552,0.6,0.6,0.544,0.56,0.568,0.52,0.552,0.552,0.6,0.608,0.56,0.56,0.544,0.544,0.592,0.592,0.536,0.536,0.784,0.792,0.768,0.832,0.56,0.536
283.arff,0.656,0.64,0.552,0.616,0.632,0.6,0.624,0.624,0.616,0.616,0.568,0.568,0.608,0.624,0.608,0.728,0.616,0.728,0.632,0.64,0.6,0.6,0.624,0.624,0.6,0.6,0.84,0.752,0.888,0.856,0.64,0.88
284.arff,0.6,0.624,0.56,0.504,0.624,0.568,0.632,0.6,0.624,0.624,0.616,0.608,0.632,0.624,0.616,0.672,0.616,0.648,0.608,0.608,0.576,0.576,0.616,0.616,0.536,0.536,0.76,0.672,0.784,0.736,0.648,0.616
285.arff,0.6875,0.6875,0.6875,0.6875,0.46875,0.3125,0.71875,0.71875,0.6875,0.6875,0.59375,0.6875,0.71875,0.6875,0.53125,0.53125,0.53125,0.53125,0.6875,0.6875,0.6875,0.6875,0.5,0.5,0.6875,0.6875,0.4375,0.6875,0.625,0.6875,0.65625,0.6875
286.arff,0.648148148,0.722222222,0.555555556,0.351851852,0.648148148,0.666666667,0.62962963,0.666666667,0.666666667,0.666666667,0.648148148,0.666666667,0.648148148,0.703703704,0.796296296,0.777777778,0.537037037,0.722222222,0.574074074,0.648148148,0.648148148,0.648148148,0.574074074,0.592592593,0.555555556,0.555555556,0.722222222,0.648148148,0.851851852,0.796296296,0.666666667,0.796296296
287.arff,0.794871795,0.794871795,0.666666667,0.794871795,0.666666667,0.820512821,0.794871795,0.794871795,0.794871795,0.794871795,0.743589744,0.769230769,0.820512821,0.794871795,0.717948718,0.769230769,0.615384615,0.692307692,0.846153846,0.846153846,0.692307692,0.692307692,0.666666667,0.666666667,0.743589744,0.743589744,0.717948718,0.717948718,0.743589744,0.717948718,0.794871795,0.820512821
288.arff,0.792207792,0.779220779,0.753246753,0.779220779,0.792207792,0.779220779,0.792207792,0.792207792,0.805194805,0.805194805,0.857142857,0.779220779,0.805194805,0.779220779,0.584415584,0.662337662,0.558441558,0.532467532,0.831168831,0.779220779,0.779220779,0.779220779,0.636363636,0.636363636,0.779220779,0.779220779,0.597402597,0.779220779,0.636363636,0.779220779,0.792207792,0.779220779
289.arff,0.575757576,0.696969697,0.878787879,0.878787879,0.393939394,0.666666667,0.545454545,0.757575758,0.545454545,0.545454545,0.515151515,0.818181818,0.545454545,0.666666667,0.424242424,0.606060606,0.454545455,0.909090909,0.545454545,0.545454545,0.575757576,0.575757576,0.454545455,0.454545455,0.909090909,0.909090909,0.818181818,0.575757576,0.787878788,0.575757576,0.575757576,0.909090909
290.arff,0.88,0.866666667,0.84,0.813333333,0.76,0.866666667,0.88,0.853333333,0.88,0.88,0.786666667,0.813333333,0.88,0.866666667,0.826666667,0.893333333,0.826666667,0.853333333,0.84,0.786666667,0.866666667,0.866666667,0.853333333,0.853333333,0.826666667,0.826666667,0.733333333,0.586666667,0.826666667,0.84,0.853333333,0.866666667
292.arff,0.794117647,0.794117647,0.794117647,0.779411765,0.573529412,0.838235294,0.823529412,0.823529412,0.823529412,0.823529412,0.794117647,0.779411765,0.808823529,0.808823529,0.735294118,0.779411765,0.75,0.779411765,0.823529412,0.808823529,0.764705882,0.764705882,0.75,0.75,0.75,0.75,0.735294118,0.705882353,0.823529412,0.808823529,0.823529412,0.779411765
293.arff,0.80952381,0.80952381,0.857142857,0.857142857,0.80952381,0.857142857,0.80952381,0.80952381,0.80952381,0.80952381,0.80952381,0.80952381,0.857142857,0.80952381,0.857142857,0.904761905,0.904761905,0.904761905,0.904761905,0.80952381,0.857142857,0.857142857,0.904761905,0.904761905,0.80952381,0.80952381,0.761904762,0.761904762,0.857142857,0.857142857,0.80952381,0.904761905
295.arff,0.960852713,0.961821705,0.959689922,0.961046512,0.962015504,0.960465116,0.961434109,0.961627907,0.961627907,0.961627907,0.956782946,0.95755814,0.959302326,0.962015504,0.968410853,0.967054264,0.957945736,0.957364341,0.951744186,0.962209302,0.792248062,0.792248062,0.931395349,0.931395349,0.568604651,0.568604651,0.977713178,0.962015504,0.980620155,0.962015504,0.972286822,0.979069767
296.arff,0.795646067,0.820049157,0.398700843,0.820224719,0.800912921,0.814957865,0.796348315,0.799683989,0.804599719,0.804599719,0.802141854,0.802141854,0.806179775,0.827949438,0.842521067,0.855863764,0.661692416,0.701720506,0.785287921,0.795119382,0.69926264,0.69926264,0.674508427,0.674508427,0.670119382,0.670119382,0.827949438,0.69926264,0.884831461,0.69926264,0.873771067,0.882373596
297.arff,0.832865169,0.841292135,0.840414326,0.840765449,0.766151685,0.839536517,0.824438202,0.82426264,0.825842697,0.825842697,0.780898876,0.780898876,0.835498596,0.846734551,0.843398876,0.851825843,0.663272472,0.736832865,0.781425562,0.798630618,0.70119382,0.70119382,0.67573736,0.675386236,0.693644663,0.693644663,0.834445225,0.787745787,0.882373596,0.821980337,0.874473315,0.870435393
298.arff,0.850393701,0.866141732,0.874015748,0.795275591,0.826771654,0.858267717,0.842519685,0.842519685,0.834645669,0.834645669,0.771653543,0.779527559,0.850393701,0.858267717,0.826771654,0.834645669,0.755905512,0.763779528,0.755905512,0.755905512,0.755905512,0.755905512,0.748031496,0.748031496,0.716535433,0.716535433,0.787401575,0.795275591,0.874015748,0.858267717,0.850393701,0.842519685
299.arff,0.818181818,0.787878788,0.848484848,0.909090909,0.818181818,0.787878788,0.818181818,0.818181818,0.818181818,0.818181818,0.848484848,0.818181818,0.818181818,0.787878788,0.757575758,0.787878788,0.818181818,0.818181818,0.818181818,0.818181818,0.484848485,0.484848485,0.696969697,0.696969697,0.515151515,0.515151515,0.787878788,0.818181818,0.787878788,0.787878788,0.818181818,0.818181818
301.arff,0.777777778,0.833333333,0.833333333,0.611111111,0.666666667,0.722222222,0.888888889,0.722222222,0.888888889,0.888888889,0.555555556,0.722222222,0.833333333,0.888888889,0.666666667,0.555555556,0.777777778,0.722222222,0.722222222,0.833333333,0.777777778,0.777777778,0.833333333,0.833333333,0.555555556,0.555555556,0.555555556,0.611111111,0.722222222,0.777777778,0.722222222,0.611111111
302.arff,0.7,0.7,0.7,0.6,0.7,0.3,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.8,0.3,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.7,0.7,0.3
303.arff,0.833333333,0.833333333,0.722222222,0.833333333,0.5,0.833333333,0.833333333,0.777777778,0.833333333,0.833333333,0.555555556,0.666666667,0.833333333,0.833333333,0.722222222,0.722222222,0.777777778,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.722222222,0.722222222,0.555555556,0.555555556,0.611111111,0.722222222,0.777777778,0.777777778
304.arff,0.545454545,0.545454545,0.454545455,0.636363636,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.454545455,0.545454545,0.545454545,0.454545455,0.636363636,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.454545455,0.454545455,0.727272727,0.545454545,0.545454545,0.545454545,0.545454545,0.636363636
306.arff,0.897727273,0.886363636,0.477272727,0.852272727,0.818181818,0.829545455,0.909090909,0.886363636,0.909090909,0.909090909,0.920454545,0.920454545,0.886363636,0.886363636,0.920454545,0.954545455,0.75,0.852272727,0.931818182,0.954545455,0.704545455,0.704545455,0.784090909,0.784090909,0.897727273,0.897727273,0.943181818,0.920454545,0.965909091,0.954545455,0.931818182,0.954545455
307.arff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.736842105,0.736842105,1,1,0.710526316,0.710526316,1,1,1,1,1,1
308.arff,0.882352941,0.882352941,0.756302521,0.831932773,0.764705882,0.882352941,0.890756303,0.882352941,0.890756303,0.890756303,0.831932773,0.848739496,0.890756303,0.840336134,0.983193277,0.966386555,0.596638655,0.831932773,0.81512605,0.81512605,0.789915966,0.789915966,0.831932773,0.831932773,0.882352941,0.882352941,0.957983193,0.957983193,0.941176471,0.957983193,0.907563025,0.924369748
309.arff,0.838028169,0.88028169,0.788732394,0.697183099,0.781690141,0.816901408,0.866197183,0.85915493,0.873239437,0.873239437,0.922535211,0.922535211,0.901408451,0.88028169,0.845070423,0.894366197,0.774647887,0.788732394,0.887323944,0.887323944,0.753521127,0.753521127,0.767605634,0.767605634,0.661971831,0.661971831,0.915492958,0.85915493,0.929577465,0.866197183,0.873239437,0.894366197
310.arff,0.867827463,0.88365651,0.795805303,0.866640285,0.829837752,0.859121488,0.878116343,0.87851207,0.881282153,0.881282153,0.802928374,0.859121488,0.787099327,0.87851207,0.792639493,0.828650574,0.539770479,0.687376336,0.769687376,0.823506134,0.722595964,0.722595964,0.686980609,0.687376336,0.819548872,0.819944598,0.867431737,0.827859121,0.896319747,0.827859121,0.864661654,0.892362485
311.arff,0.984045584,0.983475783,0.973789174,0.981196581,0.969230769,0.982336182,0.978347578,0.984045584,0.978347578,0.978347578,0.984045584,0.983475783,0.856410256,0.984045584,0.86039886,0.921937322,0.785754986,0.813105413,0.982336182,0.982905983,0.863247863,0.867236467,0.863247863,0.867806268,0.845584046,0.847863248,0.958404558,0.980626781,0.983475783,0.984045584,0.981196581,0.982336182
312.arff,0.882478632,0.882478632,0.882478632,0.882478632,0.866452991,0.882478632,0.882478632,0.882478632,0.879807692,0.879807692,0.647970085,0.733440171,0.88034188,0.881944444,0.870192308,0.884081197,0.650106838,0.65491453,0.649038462,0.882478632,0.602029915,0.600961538,0.486645299,0.486645299,0.591346154,0.591346154,0.832799145,0.882478632,0.881944444,0.882478632,0.883547009,0.882478632
313.arff,0.938941655,0.938489371,0.939846223,0.935323383,0.933061963,0.935323383,0.935323383,0.935323383,0.931705111,0.931252827,0.611940299,0.761646314,0.939846223,0.939393939,0.932609679,0.938037087,0.663048394,0.672546359,0.59972863,0.935323383,0.664405246,0.664405246,0.631840796,0.632745364,0.640886477,0.645861601,0.886928991,0.935323383,0.937584803,0.935323383,0.917684306,0.938489371
314.arff,0.959052589,0.963067041,0.952629466,0.896427138,0.955841028,0.961461261,0.942191891,0.942191891,0.953030911,0.953030911,0.981934966,0.981934966,0.963067041,0.963869932,0.991168206,0.996788438,0.915295062,0.914090727,0.965074267,0.966278603,0.831393015,0.831393015,0.899237254,0.899237254,0.83099157,0.83099157,0.971497391,0.831393015,0.98916098,0.831393015,0.98073063,0.992773986
315.arff,1,1,1,1,1,1,1,1,1,1,0.993333333,1,1,1,1,1,1,1,1,1,0.946666667,0.946666667,1,1,0.833333333,0.833333333,1,0.993333333,1,1,1,1
316.arff,0.578947368,0.526315789,0.421052632,0.526315789,0.526315789,0.578947368,0.578947368,0.578947368,0.684210526,0.684210526,0.789473684,0.473684211,0.578947368,0.526315789,0.789473684,0.842105263,0.368421053,0.368421053,0.736842105,0.631578947,0.631578947,0.578947368,0.526315789,0.526315789,0.631578947,0.631578947,0.789473684,0.736842105,0.789473684,0.684210526,0.578947368,0.684210526
317.arff,0.746582031,0.744628906,0.741699219,0.722167969,0.716796875,0.749511719,0.745117188,0.745117188,0.745117188,0.745117188,0.797851563,0.797851563,0.744140625,0.747558594,0.859863281,0.868164063,0.751464844,0.751464844,0.74609375,0.749023438,0.724609375,0.724609375,0.719726563,0.719726563,0.514648438,0.514648438,0.747558594,0.7109375,0.852050781,0.704589844,0.897460938,0.915039063
318.arff,0.958698373,0.976220275,0.952440551,0.933667084,0.957446809,0.963704631,0.932415519,0.932415519,0.932415519,0.932415519,0.578222778,0.917396746,0.968710889,0.974968711,0.953692115,0.95494368,0.826032541,0.824780976,0.618272841,0.833541927,0.844806008,0.848560701,0.849812265,0.849812265,0.844806008,0.844806008,0.994993742,0.901126408,0.989987484,0.901126408,0.989987484,0.993742178
320.arff,0.9732,0.9786,0.909,0.909,0.9718,0.9756,0.9632,0.9632,0.9666,0.9666,0.9904,0.9904,0.976,0.9806,0.998,0.9986,0.8542,0.8678,0.9752,0.9746,0.9604,0.9604,0.8082,0.8084,0.9604,0.9604,0.9922,0.9604,0.9938,0.9604,0.9934,0.9962
321.arff,0.666666667,0.712643678,0.747126437,0.67816092,0.689655172,0.712643678,0.666666667,0.67816092,0.689655172,0.689655172,0.528735632,0.666666667,0.689655172,0.747126437,0.551724138,0.620689655,0.517241379,0.540229885,0.425287356,0.425287356,0.620689655,0.620689655,0.505747126,0.494252874,0.620689655,0.620689655,0.655172414,0.620689655,0.747126437,0.620689655,0.666666667,0.701149425
322.arff,0.791666667,0.791666667,0.625,0.8125,0.8125,0.791666667,0.8125,0.770833333,0.8125,0.8125,0.520833333,0.791666667,0.833333333,0.791666667,0.666666667,0.708333333,0.583333333,0.729166667,0.791666667,0.770833333,0.770833333,0.770833333,0.729166667,0.729166667,0.770833333,0.770833333,0.75,0.8125,0.770833333,0.8125,0.729166667,0.791666667
323.arff,0.75,1,0.75,0.75,0.75,0.875,0.75,0.75,0.875,0.875,0.125,0.625,0.75,0.75,0.875,0.875,0.875,0.875,1,0.875,0.875,0.875,0.875,0.875,0.625,0.75,0.75,0.875,0.875,0.875,0.75,0.875
324.arff,0.727272727,0.727272727,0.863636364,0.727272727,0.772727273,0.772727273,0.727272727,0.681818182,0.772727273,0.772727273,0.772727273,0.636363636,0.727272727,0.727272727,0.772727273,0.727272727,0.863636364,0.772727273,0.727272727,0.727272727,0.590909091,0.590909091,0.590909091,0.590909091,0.545454545,0.545454545,0.818181818,0.727272727,0.818181818,0.727272727,0.727272727,0.727272727
325.arff,0.837837838,0.783783784,0.702702703,0.513513514,0.810810811,0.783783784,0.810810811,0.810810811,0.810810811,0.810810811,0.432432432,0.864864865,0.810810811,0.810810811,0.783783784,0.783783784,0.810810811,0.837837838,0.675675676,0.72972973,0.756756757,0.756756757,0.702702703,0.702702703,0.810810811,0.810810811,0.810810811,0.675675676,0.837837838,0.783783784,0.810810811,0.810810811
326.arff,0.886792453,0.924528302,0.886792453,0.943396226,0.924528302,0.905660377,0.886792453,0.886792453,0.905660377,0.905660377,0.943396226,0.943396226,0.905660377,0.905660377,0.924528302,0.924528302,0.905660377,0.905660377,0.943396226,0.924528302,0.754716981,0.754716981,0.811320755,0.811320755,0.716981132,0.716981132,0.924528302,0.886792453,0.924528302,0.924528302,0.905660377,0.924528302
327.arff,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.8125,0.75,0.75,0.75,0.6875,0.5625,0.75,0.75,0.8125,0.75,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.5625,0.625,0.625,0.8125,0.75,0.75
328.arff,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.439393939,0.818181818,0.818181818,0.818181818,0.818181818,0.803030303,0.53030303,0.606060606,0.454545455,0.818181818,0.772727273,0.787878788,0.621212121,0.606060606,0.787878788,0.818181818,0.787878788,0.818181818,0.787878788,0.818181818,0.818181818,0.818181818
329.arff,0.998,0.998,0.99,0.99,0.998,0.998,0.996,0.996,0.994,0.994,0.912,0.988,0.998,0.998,0.996,0.996,0.924,0.924,0.956,0.956,0.952,0.952,0.932,0.932,0.902,0.904,0.996,0.986,0.994,0.986,0.998,0.998
330.arff,1,0.998,1,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.994,1,0.998,0.998,1,1,0.936,0.984,0.998,0.998,0.976,0.976,0.996,0.996,0.912,0.912,0.982,0.978,0.998,0.978,1,0.998
331.arff,0.994,0.996,0.96,0.992,0.994,0.994,0.996,0.996,0.996,0.996,0.992,0.99,0.994,0.994,0.996,1,0.93,0.938,0.988,0.988,0.912,0.912,0.952,0.954,0.912,0.912,0.97,0.948,0.982,0.944,0.994,0.994
332.arff,0.998,0.998,0.998,0.998,0.998,0.998,0.912,0.912,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.742,0.746,0.998,0.998,0.912,0.912,0.916,0.916,0.998,0.998,0.996,0.964,0.998,0.994,0.998,0.998
333.arff,0.996,0.994,0.994,0.994,0.996,0.996,0.986,0.994,0.986,0.986,0.912,0.998,0.994,0.996,0.998,0.998,0.916,0.916,0.994,0.994,0.968,0.97,0.966,0.966,0.974,0.978,0.988,0.882,0.996,0.986,0.996,0.996
334.arff,0.996,0.998,0.98,0.996,0.99,0.994,0.998,0.998,0.998,0.998,0.994,0.988,0.998,0.998,0.996,0.998,0.932,0.948,0.936,0.936,0.97,0.97,0.936,0.938,0.912,0.912,0.982,0.974,0.99,0.98,0.998,0.998
335.arff,0.555555556,0.592592593,0.62962963,0.62962963,0.481481481,0.62962963,0.592592593,0.592592593,0.555555556,0.555555556,0.592592593,0.592592593,0.518518519,0.62962963,0.666666667,0.592592593,0.555555556,0.555555556,0.592592593,0.592592593,0.592592593,0.592592593,0.592592593,0.592592593,0.37037037,0.444444444,0.518518519,0.62962963,0.62962963,0.62962963,0.481481481,0.62962963
336.arff,0.482014388,0.503597122,0.496402878,0.496402878,0.489208633,0.510791367,0.482014388,0.517985612,0.482014388,0.482014388,0.417266187,0.517985612,0.482014388,0.525179856,0.345323741,0.446043165,0.482014388,0.474820144,0.460431655,0.496402878,0.503597122,0.503597122,0.482014388,0.482014388,0.467625899,0.467625899,0.230215827,0.503597122,0.258992806,0.503597122,0.438848921,0.496402878
